row_ind,player_name,season,transfer_date,team_from,team_to,market_value,transfer_value,contract_expiry,player_url,query_date,timestamp,blob,player_id,teams_url,team_id,player_transfer_id,nombre,transferId,fromTeamId,fromTeamName,toTeamId,toTeamName,active,startDate,endDate,type,value,currency,announceDate,playerId,ID_comparación
5,Aaron Drewe,20/21,2021-01-16,Oxford City,QPR U21,NA,NA,2021-01-16,https://www.transfermarkt.com/aaron-drewe/profil/spieler/683846,2024-09-09,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 27895,683846,https://www.transfermarkt.com/queens-park-rangers/startseite/verein/1039/saison_id/2022,1039,202101161039683846,Aaron Drewe,1052481,,,1847,Oxford City FC,0,2020-07-01,2021-01-16,Free Transfer,0,EUR,,701210,aaron drewe_oxford city_qpr u21_2021_1 / aaron drewe__oxford city_2020_7
6,Aaron Drewe,20/21,2020-10-02,QPR U21,Oxford City,NA,NA,NA,https://www.transfermarkt.com/aaron-drewe/profil/spieler/683846,2024-09-09,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 27895,683846,https://www.transfermarkt.com/queens-park-rangers/startseite/verein/1039/saison_id/2022,1039,202010021039683846,Aaron Drewe,1052481,,,1847,Oxford City FC,0,2020-07-01,2021-01-16,Free Transfer,0,EUR,,701210,aaron drewe_qpr u21_oxford city_2020_10 / aaron drewe__oxford city_2020_7
1,Aaron Drinan,23/24,2024-02-01,Leyton Orient,Swindon Town,175000,NA,2024-06-30,https://www.transfermarkt.com/aaron-drinan/profil/spieler/466106,2024-09-07,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 5589,466106,https://www.transfermarkt.com/leyton-orient/startseite/verein/1150/saison_id/2022,1150,202402011150466106,Aaron Drinan,2207672,1690,Leyton Orient FC,1656,Swindon Town FC,0,2024-02-01,,Transfer,0,EUR,,475340,aaron drinan_leyton orient_swindon town_2024_2 / aaron drinan_leyton orient_swindon town_2024_2
12,Aaron Drinan,17/18,2017-07-31,Cork City U19,Waterford FC,NA,0,NA,https://www.transfermarkt.com/aaron-drinan/profil/spieler/466106,2024-09-07,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 5589,466106,https://www.transfermarkt.com/leyton-orient/startseite/verein/1150/saison_id/2022,1150,201707311150466106,Aaron Drinan,499209,8153,Cork City FC,8149,Waterford United FC,1,2017-08-01,2018-01-04,Transfer,0,,2017-08-05,475340,aaron drinan_cork city u19_waterford_2017_7 / aaron drinan_cork city_waterford united_2017_8
7,Aaron Drinan,18/19,2019-06-30,Waterford FC,Ipswich,1e+05,NA,2019-06-30,https://www.transfermarkt.com/aaron-drinan/profil/spieler/466106,2024-09-07,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 5589,466106,https://www.transfermarkt.com/leyton-orient/startseite/verein/1150/saison_id/2022,1150,201906301150466106,Aaron Drinan,788009,8149,Waterford United,1634,Ipswich Town,0,2019-06-30,2019-08-08,Transfer,0,EUR,,475340,aaron drinan_waterford_ipswich_2019_6 / aaron drinan_waterford united_ipswich town_2019_6
10,Aaron Drinan,18/19,2018-08-01,Ipswich,Sutton Utd,1e+05,NA,2022-06-30,https://www.transfermarkt.com/aaron-drinan/profil/spieler/466106,2024-09-07,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 5589,466106,https://www.transfermarkt.com/leyton-orient/startseite/verein/1150/saison_id/2022,1150,201808011150466106,Aaron Drinan,656009,39919,Ipswich Town U23,1766,Sutton United,0,2018-08-01,2019-01-01,Loan,0,EUR,,475340,aaron drinan_ipswich_sutton utd_2018_8 / aaron drinan_ipswich town u23_sutton united_2018_8
2,Aaron Drinan,21/22,2021-07-01,Ipswich,Leyton Orient,1e+05,NA,NA,https://www.transfermarkt.com/aaron-drinan/profil/spieler/466106,2024-09-07,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 5589,466106,https://www.transfermarkt.com/leyton-orient/startseite/verein/1150/saison_id/2022,1150,202107011150466106,Aaron Drinan,1311998,1634,Ipswich Town FC,1690,Leyton Orient FC,0,2021-07-01,2024-02-01,Transfer,0,EUR,,475340,aaron drinan_ipswich_leyton orient_2021_7 / aaron drinan_ipswich town_leyton orient_2021_7
5,Aaron Drinan,19/20,2019-11-30,GAIS,Ipswich,1e+05,NA,2019-11-30,https://www.transfermarkt.com/aaron-drinan/profil/spieler/466106,2024-09-07,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 5589,466106,https://www.transfermarkt.com/leyton-orient/startseite/verein/1150/saison_id/2022,1150,201911301150466106,Aaron Drinan,816226,6732,GAIS,1634,Ipswich Town,0,2019-11-30,2020-01-17,Back from Loan,0,EUR,,475340,aaron drinan_gais_ipswich_2019_11 / aaron drinan_gais_ipswich town_2019_11
4,Aaron Drinan,19/20,2020-01-17,Ipswich,Ayr United,1e+05,NA,2021-06-30,https://www.transfermarkt.com/aaron-drinan/profil/spieler/466106,2024-09-07,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 5589,466106,https://www.transfermarkt.com/leyton-orient/startseite/verein/1150/saison_id/2022,1150,202001171150466106,Aaron Drinan,875684,1634,Ipswich Town,8528,Ayr United,0,2020-01-17,2020-05-31,Loan,0,EUR,,475340,aaron drinan_ipswich_ayr united_2020_1 / aaron drinan_ipswich town_ayr united_2020_1
3,Aaron Drinan,19/20,2020-05-31,Ayr United,Ipswich,1e+05,NA,2020-05-31,https://www.transfermarkt.com/aaron-drinan/profil/spieler/466106,2024-09-07,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 5589,466106,https://www.transfermarkt.com/leyton-orient/startseite/verein/1150/saison_id/2022,1150,202005311150466106,Aaron Drinan,875685,8528,Ayr United FC,1634,Ipswich Town FC,0,2020-05-31,2021-07-01,Back from Loan,0,EUR,,475340,aaron drinan_ayr united_ipswich_2020_5 / aaron drinan_ayr united_ipswich town_2020_5
6,Aaron Drinan,19/20,2019-08-08,Ipswich,GAIS,1e+05,NA,2021-06-30,https://www.transfermarkt.com/aaron-drinan/profil/spieler/466106,2024-09-07,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 5589,466106,https://www.transfermarkt.com/leyton-orient/startseite/verein/1150/saison_id/2022,1150,201908081150466106,Aaron Drinan,816225,1634,Ipswich Town,6732,GAIS,0,2019-08-08,2019-11-30,Loan,0,EUR,,475340,aaron drinan_ipswich_gais_2019_8 / aaron drinan_ipswich town_gais_2019_8
11,Aaron Drinan,17/18,2018-01-04,Waterford FC,Ipswich,NA,1e+05,2018-12-31,https://www.transfermarkt.com/aaron-drinan/profil/spieler/466106,2024-09-07,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 5589,466106,https://www.transfermarkt.com/leyton-orient/startseite/verein/1150/saison_id/2022,1150,201801041150466106,Aaron Drinan,788009,8149,Waterford United,1634,Ipswich Town,0,2019-06-30,2019-08-08,Transfer,0,EUR,,475340,aaron drinan_waterford_ipswich_2018_1 / aaron drinan_waterford united_ipswich town_2019_6
9,Aaron Drinan,18/19,2018-11-26,Sutton Utd,Ipswich,1e+05,NA,NA,https://www.transfermarkt.com/aaron-drinan/profil/spieler/466106,2024-09-07,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 5589,466106,https://www.transfermarkt.com/leyton-orient/startseite/verein/1150/saison_id/2022,1150,201811261150466106,Aaron Drinan,711218,1766,Sutton United,1634,Ipswich Town,0,2019-01-01,2019-02-01,Back from Loan,0,EUR,,475340,aaron drinan_sutton utd_ipswich_2018_11 / aaron drinan_sutton united_ipswich town_2019_1
8,Aaron Drinan,18/19,2019-02-13,Ipswich,Waterford FC,1e+05,NA,2021-06-30,https://www.transfermarkt.com/aaron-drinan/profil/spieler/466106,2024-09-07,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 5589,466106,https://www.transfermarkt.com/leyton-orient/startseite/verein/1150/saison_id/2022,1150,201902131150466106,Aaron Drinan,734291,1634,Ipswich Town,8149,Waterford United,0,2019-02-01,2019-06-30,Transfer,0,EUR,,475340,aaron drinan_ipswich_waterford_2019_2 / aaron drinan_ipswich town_waterford united_2019_2
4,Aaron Dunsmore,22/23,2022-07-01,East Fife,Stirling Albion,NA,0,NA,https://www.transfermarkt.com/aaron-dunsmore/profil/spieler/209584,2024-09-07,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 2191,209584,https://www.transfermarkt.com/stirling-albion-fc/startseite/verein/3033/saison_id/2022,3033,202207013033209584,Aaron Dunsmore,1688952,8537,East Fife FC,8540,Stirling Albion FC,0,2022-07-01,2024-02-28,Transfer,0,EUR,,345759,aaron dunsmore_east fife_stirling albion_2022_7 / aaron dunsmore_east fife_stirling albion_2022_7
7,Aaron Dunsmore,17/18,2017-07-11,Hibernian FC,East Fife,NA,0,NA,https://www.transfermarkt.com/aaron-dunsmore/profil/spieler/209584,2024-09-07,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 2191,209584,https://www.transfermarkt.com/stirling-albion-fc/startseite/verein/3033/saison_id/2022,3033,201707113033209584,Aaron Dunsmore,1341132,8514,Hibernian FC (Edinburgh),8537,East Fife FC,0,2017-07-11,2022-02-28,Transfer,0,EUR,,345759,aaron dunsmore_hibernian_east fife_2017_7 / aaron dunsmore_hibernian (edinburgh)_east fife_2017_7
9,Aaron Dunsmore,16/17,2016-08-08,Hibernian FC,Edinburgh City,NA,NA,NA,https://www.transfermarkt.com/aaron-dunsmore/profil/spieler/209584,2024-09-07,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 2191,209584,https://www.transfermarkt.com/stirling-albion-fc/startseite/verein/3033/saison_id/2022,3033,201608083033209584,Aaron Dunsmore,1341126,8514,Hibernian FC (Edinburgh),8570,Edinburgh City FC,0,2016-08-08,2017-05-07,Loan,0,EUR,,345759,aaron dunsmore_hibernian_edinburgh city_2016_8 / aaron dunsmore_hibernian (edinburgh)_edinburgh city_2016_8
5,Aaron Dunsmore,21/22,2022-05-02,Stirling Albion,East Fife,NA,NA,2022-05-02,https://www.transfermarkt.com/aaron-dunsmore/profil/spieler/209584,2024-09-07,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 2191,209584,https://www.transfermarkt.com/stirling-albion-fc/startseite/verein/3033/saison_id/2022,3033,202205023033209584,Aaron Dunsmore,1604917,8540,Stirling Albion FC,8537,East Fife FC,0,2022-06-30,2022-07-01,Back from Loan,0,EUR,,345759,aaron dunsmore_stirling albion_east fife_2022_5 / aaron dunsmore_stirling albion_east fife_2022_6
8,Aaron Dunsmore,16/17,2017-05-07,Edinburgh City,Hibernian FC,NA,NA,2017-05-07,https://www.transfermarkt.com/aaron-dunsmore/profil/spieler/209584,2024-09-07,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 2191,209584,https://www.transfermarkt.com/stirling-albion-fc/startseite/verein/3033/saison_id/2022,3033,201705073033209584,Aaron Dunsmore,1341127,8570,Edinburgh City FC,8514,Hibernian FC (Edinburgh),0,2017-05-07,2017-07-11,Back from Loan,0,EUR,,345759,aaron dunsmore_edinburgh city_hibernian_2017_5 / aaron dunsmore_edinburgh city_hibernian (edinburgh)_2017_5
1,Aaron Dunsmore,24/25,2024-07-01,Stirling Albion,Cowdenbeath,NA,0,NA,https://www.transfermarkt.com/aaron-dunsmore/profil/spieler/209584,2024-09-07,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 2191,209584,https://www.transfermarkt.com/stirling-albion-fc/startseite/verein/3033/saison_id/2022,3033,202407013033209584,Aaron Dunsmore,1604917,8540,Stirling Albion FC,8537,East Fife FC,0,2022-06-30,2022-07-01,Back from Loan,0,EUR,,345759,aaron dunsmore_stirling albion_cowdenbeath_2024_7 / aaron dunsmore_stirling albion_east fife_2022_6
12,Aaron Dunsmore,15/16,2016-02-01,Hibernian FC U20,Edinburgh City,NA,NA,NA,https://www.transfermarkt.com/aaron-dunsmore/profil/spieler/209584,2024-09-07,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 2191,209584,https://www.transfermarkt.com/stirling-albion-fc/startseite/verein/3033/saison_id/2022,3033,201602013033209584,Aaron Dunsmore,1341126,8514,Hibernian FC (Edinburgh),8570,Edinburgh City FC,0,2016-08-08,2017-05-07,Loan,0,EUR,,345759,aaron dunsmore_hibernian u20_edinburgh city_2016_2 / aaron dunsmore_hibernian (edinburgh)_edinburgh city_2016_8
3,Aaron Dunsmore,23/24,2024-02-28,Stirling Albion,Bonnyrigg,NA,NA,2024-05-31,https://www.transfermarkt.com/aaron-dunsmore/profil/spieler/209584,2024-09-07,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 2191,209584,https://www.transfermarkt.com/stirling-albion-fc/startseite/verein/3033/saison_id/2022,3033,202402283033209584,Aaron Dunsmore,2234252,8540,Stirling Albion FC,8634,Bonnyrigg Rose Athletic FC,0,2024-02-28,2024-07-01,Loan,0,EUR,,345759,aaron dunsmore_stirling albion_bonnyrigg_2024_2 / aaron dunsmore_stirling albion_bonnyrigg rose athletic_2024_2
11,Aaron Dunsmore,15/16,2016-05-15,Edinburgh City,Hibernian FC U20,NA,NA,2016-05-15,https://www.transfermarkt.com/aaron-dunsmore/profil/spieler/209584,2024-09-07,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 2191,209584,https://www.transfermarkt.com/stirling-albion-fc/startseite/verein/3033/saison_id/2022,3033,201605153033209584,Aaron Dunsmore,1341127,8570,Edinburgh City FC,8514,Hibernian FC (Edinburgh),0,2017-05-07,2017-07-11,Back from Loan,0,EUR,,345759,aaron dunsmore_edinburgh city_hibernian u20_2016_5 / aaron dunsmore_edinburgh city_hibernian (edinburgh)_2017_5
6,Aaron Dunsmore,21/22,2022-02-28,East Fife,Stirling Albion,NA,NA,2022-05-31,https://www.transfermarkt.com/aaron-dunsmore/profil/spieler/209584,2024-09-07,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 2191,209584,https://www.transfermarkt.com/stirling-albion-fc/startseite/verein/3033/saison_id/2022,3033,202202283033209584,Aaron Dunsmore,1688952,8537,East Fife FC,8540,Stirling Albion FC,0,2022-07-01,2024-02-28,Transfer,0,EUR,,345759,aaron dunsmore_east fife_stirling albion_2022_2 / aaron dunsmore_east fife_stirling albion_2022_7
1,Aaron Essel,24/25,2024-07-08,Bechem United,St. Johnstone,1e+05,NA,NA,https://www.transfermarkt.com/aaron-essel/profil/spieler/883168,2024-09-09,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 29009,883168,https://www.transfermarkt.com/bechem-united-fc/startseite/verein/25065/saison_id/2022,25065,2024070825065883168,Aaron Essel,2306913,17521,Bechem United FC,8522,Saint Johnstone FC,0,2024-07-08,,Transfer,0,EUR,,831057,aaron essel_bechem united_st. johnstone_2024_7 / aaron essel_bechem united_saint johnstone_2024_7
5,Aaron Evans,22/23,2022-09-25,PERSIS,NorthEast Utd.,250000,0,2023-06-04,https://www.transfermarkt.com/aaron-evans/profil/spieler/501141,2024-09-09,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 25714,501141,https://www.transfermarkt.com/persis-solo/startseite/verein/31450/saison_id/2022,31450,2022092531450501141,Aaron Michael Evans,1720045,15222,Persis Solo,31887,NorthEast United FC,0,2022-09-25,2023-06-01,Transfer,0,EUR,,342847,aaron evans_persis_northeast utd._2022_9 / aaron evans_persis solo_northeast united_2022_9
2,Aaron Evans,23/24,2024-03-18,Dand. Thunder,Abahani Ltd.,250000,0,NA,https://www.transfermarkt.com/aaron-evans/profil/spieler/501141,2024-09-09,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 25714,501141,https://www.transfermarkt.com/persis-solo/startseite/verein/31450/saison_id/2022,31450,2024031831450501141,Aaron Michael Evans,2258210,8450,Dandenong Thunder SC,17989,Abahani Limited Dhaka,0,2024-03-18,,Free Transfer,0,EUR,,342847,aaron evans_dand. thunder_abahani ltd._2024_3 / aaron evans_dandenong thunder sc_abahani limited dhaka_2024_3
11,Aaron Evans,14/15,2015-01-05,Tai Po,Kamphaengphet,NA,0,NA,https://www.transfermarkt.com/aaron-evans/profil/spieler/501141,2024-09-09,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 25714,501141,https://www.transfermarkt.com/persis-solo/startseite/verein/31450/saison_id/2022,31450,2015010531450501141,Aaron Michael Evans,123393,13107,Wofoo Tai Po FC,28739,Kamphaeng Phet FC,0,2015-01-05,2016-11-02,Transfer,0,,2015-03-15,342847,aaron evans_tai po_kamphaengphet_2015_1 / aaron evans_wofoo tai po_kamphaeng phet_2015_1
4,Aaron Evans,23/24,2023-06-01,NorthEast Utd.,Without Club,275000,NA,NA,https://www.transfermarkt.com/aaron-evans/profil/spieler/501141,2024-09-09,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 25714,501141,https://www.transfermarkt.com/persis-solo/startseite/verein/31450/saison_id/2022,31450,2023060131450501141,Aaron Michael Evans,2006405,31887,NorthEast United FC,,,0,2023-06-01,2024-01-01,Free Agent,0,EUR,,342847,aaron evans_northeast utd._without_2023_6 / aaron evans_northeast united_<NA>_2023_6
14,Aaron Eyoma,16/17,2017-01-31,Arsenal U23,FC Volendam,NA,NA,NA,https://www.transfermarkt.com/aaron-eyoma/profil/spieler/340318,2024-09-10,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 39075,340318,https://www.transfermarkt.com/concord-rangers/startseite/verein/29842/saison_id/2022,29842,2017013129842340318,Aaron Eyoma,284229,39822,Arsenal FC Under 23,25,FC Volendam,0,2017-01-31,2017-06-30,Loan,0,,2017-02-02,353942,aaron eyoma_arsenal u23_volendam_2017_1 / aaron eyoma_arsenal under 23_volendam_2017_1
9,Aaron Eyoma,18/19,2019-03-08,Derby U23,Braintree,NA,NA,2019-06-30,https://www.transfermarkt.com/aaron-eyoma/profil/spieler/340318,2024-09-10,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 39075,340318,https://www.transfermarkt.com/concord-rangers/startseite/verein/29842/saison_id/2022,29842,2019030829842340318,Aaron Eyoma,739342,39799,Derby County U23,1821,Braintree Town,0,2019-03-08,2019-06-30,Loan,0,EUR,,353942,aaron eyoma_derby u23_braintree_2019_3 / aaron eyoma_derby county u23_braintree town_2019_3
10,Aaron Eyoma,18/19,2019-01-11,Woking,Derby U23,NA,NA,2019-01-11,https://www.transfermarkt.com/aaron-eyoma/profil/spieler/340318,2024-09-10,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 39075,340318,https://www.transfermarkt.com/concord-rangers/startseite/verein/29842/saison_id/2022,29842,2019011129842340318,Aaron Eyoma,697275,1706,Woking FC,39799,Derby County FC Under 23,0,2019-01-11,2019-03-08,Back from Loan,0,EUR,,353942,aaron eyoma_woking_derby u23_2019_1 / aaron eyoma_woking_derby county under 23_2019_1
12,Aaron Eyoma,18/19,2018-07-05,Arsenal U23,Derby U23,NA,0,NA,https://www.transfermarkt.com/aaron-eyoma/profil/spieler/340318,2024-09-10,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 39075,340318,https://www.transfermarkt.com/concord-rangers/startseite/verein/29842/saison_id/2022,29842,2018070529842340318,Aaron Eyoma,595988,39822,Arsenal U23,39799,Derby County U23,0,2018-04-01,2018-06-30,Loan,0,EUR,,353942,aaron eyoma_arsenal u23_derby u23_2018_7 / aaron eyoma_arsenal u23_derby county u23_2018_4
4,Aaron Eyoma,21/22,2022-02-12,Braintree,Potters Bar,NA,0,NA,https://www.transfermarkt.com/aaron-eyoma/profil/spieler/340318,2024-09-10,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 39075,340318,https://www.transfermarkt.com/concord-rangers/startseite/verein/29842/saison_id/2022,29842,2022021229842340318,Aaron Eyoma,1704927,1821,Braintree Town FC,1926,Potters Bar Town FC,0,2022-02-12,2022-07-01,Transfer,0,EUR,,353942,aaron eyoma_braintree_potters bar_2022_2 / aaron eyoma_braintree town_potters bar town_2022_2
11,Aaron Eyoma,18/19,2018-12-14,Derby U23,Woking,NA,NA,2019-06-30,https://www.transfermarkt.com/aaron-eyoma/profil/spieler/340318,2024-09-10,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 39075,340318,https://www.transfermarkt.com/concord-rangers/startseite/verein/29842/saison_id/2022,29842,2018121429842340318,Aaron Eyoma,697274,39799,Derby County FC Under 23,1706,Woking FC,0,2018-12-14,2019-01-11,Loan,0,EUR,,353942,aaron eyoma_derby u23_woking_2018_12 / aaron eyoma_derby county under 23_woking_2018_12
3,Aaron Eyoma,22/23,2022-08-27,Potters Bar,Concord Rangers,NA,0,NA,https://www.transfermarkt.com/aaron-eyoma/profil/spieler/340318,2024-09-10,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 39075,340318,https://www.transfermarkt.com/concord-rangers/startseite/verein/29842/saison_id/2022,29842,2022082729842340318,Aaron Eyoma,1749742,1926,Potters Bar Town FC,2081,Concord Rangers FC,0,2022-08-28,,Free Transfer,0,EUR,,353942,aaron eyoma_potters bar_concord rangers_2022_8 / aaron eyoma_potters bar town_concord rangers_2022_8
7,Aaron Eyoma,19/20,2019-07-13,Derby U23,Aldershot,NA,0,NA,https://www.transfermarkt.com/aaron-eyoma/profil/spieler/340318,2024-09-10,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 39075,340318,https://www.transfermarkt.com/concord-rangers/startseite/verein/29842/saison_id/2022,29842,2019071329842340318,Aaron Eyoma,761312,39799,Derby County FC Under 23,1702,Aldershot Town FC,0,2019-07-13,2020-06-01,Transfer,0,EUR,,353942,aaron eyoma_derby u23_aldershot_2019_7 / aaron eyoma_derby county under 23_aldershot town_2019_7
8,Aaron Eyoma,18/19,2019-04-07,Braintree,Derby U23,NA,NA,NA,https://www.transfermarkt.com/aaron-eyoma/profil/spieler/340318,2024-09-10,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 39075,340318,https://www.transfermarkt.com/concord-rangers/startseite/verein/29842/saison_id/2022,29842,2019040729842340318,Aaron Eyoma,747020,1821,Braintree Town,39799,Derby County U23,0,2019-06-30,2019-07-01,Back from Loan,0,EUR,,353942,aaron eyoma_braintree_derby u23_2019_4 / aaron eyoma_braintree town_derby county u23_2019_6
13,Aaron Eyoma,16/17,2017-06-30,FC Volendam,Arsenal U23,50000,NA,2017-06-30,https://www.transfermarkt.com/aaron-eyoma/profil/spieler/340318,2024-09-10,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 39075,340318,https://www.transfermarkt.com/concord-rangers/startseite/verein/29842/saison_id/2022,29842,2017063029842340318,Aaron Eyoma,500096,25,FC Volendam,39822,Arsenal FC Under 23,1,2017-06-30,2018-04-01,Back from Loan,0,,2017-08-07,353942,aaron eyoma_volendam_arsenal u23_2017_6 / aaron eyoma_volendam_arsenal under 23_2017_6
3,Aaron Fontain,22/23,2023-01-07,FC Dornbirn,Röthis,NA,NA,2023-06-30,https://www.transfermarkt.com/aaron-fontain/profil/spieler/1020457,2024-09-10,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 41373,1020457,https://www.transfermarkt.com/fc-dornbirn/startseite/verein/7448/saison_id/2022,7448,2023010774481020457,Aaron Fontain,1830876,8832,FC Dornbirn 1913,8913,SC Röthis,0,2023-01-07,2024-07-01,Loan,0,EUR,,837646,aaron fontain_dornbirn_rothis_2023_1 / aaron fontain_dornbirn 1913_sc rothis_2023_1
1,Aaron Goldmann,19/20,2019-07-01,TuS Bersenbrück,Blau-Weiß Lohne,NA,0,NA,https://www.transfermarkt.com/aaron-goldmann/profil/spieler/142429,2024-09-09,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 30141,142429,https://www.transfermarkt.com/blau-weiss-lohne/startseite/verein/4883/saison_id/2022,4883,201907014883142429,Aaron Goldmann,1646878,39330,TUS Bersenbrück,66978,TuS Blau-Weiss Lohne,0,2019-07-01,,Transfer,0,EUR,,223580,aaron goldmann_tus bersenbruck_blau-wei lohne_2019_7 / aaron goldmann_tus bersenbruck_tus blau-weiss lohne_2019_7
1,Aaron Gurd,21/22,2022-05-12,Sydney FC II,Sydney FC,NA,NA,NA,https://www.transfermarkt.com/aaron-gurd/profil/spieler/867764,2024-09-10,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 45738,867764,https://www.transfermarkt.com/sydney-fc-u21/startseite/verein/19820/saison_id/2022,19820,2022051219820867764,Aaron Gurd,1998542,66617,Sydney FC II,8309,Sydney FC,0,2023-07-01,,Free Transfer,0,EUR,,673420,aaron gurd_sydney ii_sydney_2022_5 / aaron gurd_sydney ii_sydney_2023_7
1,Aaron Gut,23/24,2023-07-01,Bahlinger SC,FC Teningen,25000,0,NA,https://www.transfermarkt.com/aaron-gut/profil/spieler/504854,2024-09-08,2024-09-07 14:27:45+00:00,transfermarkt/player_transfers/ players_transfer_history 2024-09-07 14:27:45 UTC 0 part 20038,504854,https://www.transfermarkt.com/bahlinger-sc-ii/startseite/verein/20382/saison_id/2022,20382,2023070120382504854,Aaron  Gut,1958784,2751,Bahlinger SC,3058,Fussball Club Teningen,0,2023-07-01,,Transfer,0,EUR,,617660,aaron gut_bahlinger sc_teningen_2023_7 / aaron gut_bahlinger sc_fussball teningen_2023_7
